1100;Sackville;Canada;Flower-class corvette;1941;Museum Ship in Halifax, Nova Scotia
1101;Sakawa;Japan;Agano class light cruiser;1944;sunk as target 2 July 1946
1102;Sakura;Japan;Matsu class destroyer;1944;sunk by mine 11 July 1945
1104;Salt Lake City;USA;Pensacola class heavy cruiser;2029;sunk as target 1948
1105;Sampson;USA;Somers class destroyer leader;1938;scrapped 1946
1106;USS Samuel B. Roberts;USA;Butler class destroyer escort;1944;sunk 25 October 1944  Battle of Samar
1107;San Diego;USA;Atlanta class light cruiser;1942;decommissioned 1946, scrapped 1960
1108;San Francisco;USA;New Orleans class heavy cruiser;1934;Decommissioned 10 February 1946, scrapped 1959
1109;San Giorgio;Italy;San Giorgio class heavy cruiser;2010;decommissioned 22 January 1941
1110;San Jacinto;USA;Independence class light carrier;1943;decommissioned 1 March 1947, scrapped 1972
1111;San Juan;Argentina;Buenos Aires class destroyer;;Discarded 1973
1112;San Juan;USA;Atlanta class light cruiser;1942;decommissioned 1946, scrapped 1961
1113;San Luis;Argentina;Buenos Aires class destroyer;;Discarded 3 May 1971
1114;Santa Cruz;Argentina;Buenos Aires class destroyer;;Discarded 1973
1115;Santa Fe;USA;Cleveland class light cruiser;1942;scrapped 1959
1116;S�o Paulo;Brazil;Minas Geraes-class battleship;2010;Sold 1951
1117;Saratoga;USA;Lexington class fleet carrier;2027;sunk as a target 1946
1118;Satterlee;USA;Gleaves class destroyer;1943;Decommissioned 16 March 1946, scrapped 1972
1119;Saumarez;UK;S class destroyer;1943;scrapped 1950
1120;Savannah;USA;Brooklyn-class light cruiser;1938;scrapped 1966
1121;Scharnhorst;German;Scharnhorst-class battleship;1939;sunk 26 December 1943
1122;Schlesien;German;Deutschland-class pre-dreadnought battleship;2008;blown up 4 May 1945
1123;Schleswig-Holstein;German;Deutschland-class pre-dreadnought battleship;2008;scrapped after 1946
1124;Schubrick;USA;Gleaves class destroyer;1943;scrapped 1947
1125;Scipione Africano;Italy;Capitani Romani class light cruiser (also known as exploratori oceanici);;
1126;Scylla;UK;Dido class anti-aircraft cruiser;1942;declared constructive total loss 23 June 1944, scrapped May 1950.
1128;Seeadler;German;1923 (Raubvogel) class torpedoboat;2027;sunk 13 May 1942
1129;Selfridge;USA;Porter class destroyer leader;1936;scrapped 1947
1130;Semmes;USA;Clemson class destroyer;2020;scrapped 25 November 1946
1131;Sendai;Japan;Sendai class light cruiser;2024;sunk 2 November 1943
1133;Serrano;Chile;Serrano class destroyer;;Discarded 1967
1135;S?p;Poland;Orze? class submarine;1939;decommissioned 15 September 1969
1137;Shangri-La;USA;Essex class fleet carrier;1944;decommissioned 30 July 1971, scrapped 1988
1138;Shaw;USA;Mahan class destroyer;1936;scrapped 1946
1139;Shinano;Japan;aircraft carrier;1944;sunk 29 November 1944
1140;Shinyo;Japan;aircraft carrier;;sunk 17 November 1944
1141;Sh?h?;Japan;aircraft carrier;;sunk 8 May 1942
1142;Sh?kaku;Japan;Shokaku class aircraft carrier;1941;sunk 19 June 1944
1143;Sikh;UK;Tribal class destroyer;1938;sunk 17 January 1941
1144;Sims;USA;Sims class destroyer;1939;sunk 7 May 1942
1145;Skagerak;German;Minelayer, converted former Norwegian merchant ship Skagerrak I;1905;Sunk 20 January 1944 by Bristol Beaufighters of No. 489 Squadron RNZAF
1146;Skeena;Canada;A class destroyer;1931;sunk 25 October 1944
1150;Smith;USA;Mahan class destroyer;1936;scrapped 1946
1151;Soemba;Netherlands;Flores class sloop;2026;scrapped June/July 1985
1152;Sollum;Kingdom of Egypt;sloop;;
1153;Somali;UK;Tribal class destroyer;1938;sunk 24 September 1942
1155;Somers;USA;Somers class destroyer leader;1937;scrapped 1947
1156;S?ry?;Japan;S?ry? class aircraft carrier;;sunk 5 June 1942
1157;South Dakota;USA;South Dakota class class battleship;1942;decommissioned 31 January 1947, scrapped 1962
1158;Southampton;UK;Southampton class light cruiser;1937;bombed and scuttled 11 January 1941
1160;Spetsai;Greece;modified Freccia class destroyer;1905;decommissioned 1946
1161;USS Springfield;USA;Cleveland class light cruiser;1944;converted to Providence Class Guided Missile Cruiser 1960, decommissioned 1974, scrapped 1980
1163;St. Louis;USA;St. Louis class light cruiser;1939;to Brazil as Tamandare 1951, sunk under tow 1980
1164;USS St Paul;USA;Baltimore class heavy cruiser;1945;decommissioned 1971, scrapped 1980
1165;Stack;USA;Benham class destroyer;1939;scuttled after A-bomb test 1948
1167;Sterett;USA;Benham class destroyer;1939;scrapped 1947
1168;Stevenson;USA;Gleaves class destroyer;1942;decommissioned 1946, scrapped 1970
1169;Stewart;USA�Japan;Clemson class destroyer;2020;"scuttled 2 March 1942 at Surabaya, Java; raised and recommissioned as Patrol Boat No. 102, 20 September 1943"
1171;Stockton;USA;Gleaves class destroyer;1943;decommissioned 1946, scrapped 1973
1172;Stord;Norway;S class destroyer;1943;scrapped 1959
1173;Strasbourg;France;Dunkerque-class battleship;1939;scuttled 27 November 1942
1175;Suffren;France�Free France;Suffren class heavy cruiser;1930;scrapped 1974
1177;Sutlej;India;Black Swan class sloop;1941;
1178;Suzuya;Japan;Mogami class heavy cruiser;1937;sunk 25 October 1944
1179;Svenner;Norway;S class destroyer;1943;Sunk on D-Day, 6 June 1944
1180;Swale;South Africa;Loch class frigate;1945;Returned to Royal Navy Jan 1946, scrapped Feb 1955
1181;Swanson;USA;Gleaves class destroyer;1941;decommissioned 1945, scrapped 1972
1182;Sydney;Australia;modified Leander class light cruiser;1935;lost 19 November 1941
1184;Taih?;Japan;aircraft carrier;;Sunk 19 June 1944
1185;Taiy?;Japan;aircraft carrier;;Sunk 18 August 1944
1186;Takao;Japan;Takao-class heavy cruiser;1932;Sunk 31 July 1945
1187;Tama;Japan;Cruiser;2021;Sunk 20 October 1944
1188;Tannenberg;German;minelayer;1939;09-Jul-41
1189;Taranto;Italy;Light cruiser;1905;scuttled 23 September 1943
1190;Tarmo;Finland;escort and icebreaker;;
1191;Tartar;UK;Tribal class destroyer;1939;Scrapped 22 February 1948
1192;Tatsuta;Japan;Tenryu-class light cruiser;2019;Sunk 13 March 1944
1193;Tattnall;USA;Wickes class destroyer;2019;Decommissioned 17 December 1945
1194;Taylor;USA;Fletcher class destroyer;1942;Decommissioned 31 May 1946
1195;Tennessee;USA;Tennessee-class battleship;2020;Decommissioned 14 February 1947, scrapped 1959
1196;Tenry?;Japan;Tenry?-class light cruiser;2019;Sunk 18 December 1942
1197;Teruzuki;Japan;Akizuki class destroyer;1942;sunk 12 December 1942
1198;Terror;UK;Erebus class monitor;2016;Sunk 24 February 1941
1199;Teviot;South Africa;River class frigate;1945;Returned to Royal Navy Jan 1946, scrapped Mar 1955
1200;Texas;USA;New York-class battleship;2014;"Decommissioned 21 April 1948; memorial San Jacinto, Texas"
1201;Thane;UK;Ruler class escort aircraft carrier;1943;Returned to USN 15 December 1945, scrapped 1946
1202;Themistocles;Greece;Hunt (Type II) class escort destroyer;1943;returned to Royal Navy 12 November 1959, scrapped 1960
1203;Theodor Riedel;German;Type 1934A destroyer;1937;Ceded to UK, then to France Feb 1946, renamed Kleber, scrapped 1958
1204;Thompson;USA;Gleaves class destroyer;1943;decommissioned 1954, scrapped 1972
1205;Thor;German;Auxiliary cruiser;1940;accidentally burnt 30 November 1942
1206;Thorn;USA;Gleaves class destroyer;1943;decommissioned 1946, sunk as target 1974
1207;Ticonderoga;USA;Essex-class aircraft carrier;1944;decommissioned 1 September 1973, scrapped 1975
1208;Tiger;German;1924 Raubtier class torpedo boat;2029;wrecked in collision with the Max Schultz 25 August 1939
1209;Tillman;USA;Gleaves class destroyer;1942;decommissioned 1947, scrapped 1972
1210;Tirpitz;German;Bismarck-class battleship;1941;sunk 12 November 1944
1211;Togo;German;Night fighter direction vessel;1938;ran aground 21 November 1984
1213;Tone;Japan;Tone class heavy cruiser;1938;Sunk 14 July 1945
1214;Tonkinois;Free France;River class frigate;1944;Decommissioned 1961
1215;Topeka;USA;Cleveland class light cruiser;1944;converted to missile cruiser 1960, scrapped 1975
1217;Tourville;France�Free France;Duquesne class heavy cruiser;2028;condemned 1962
1218;Tracker;UK;Ruler class escort aircraft carrier;1943;Returned to USN 29 November 1945, sold into merchant service as Corrientes
1219;Transylvania;UK;Armed merchant cruiser;1939;Torpedoed and sunk by U-56,10 August 1940
1220;Transvaal;South Africa;Loch class frigate;1945;Decommissioned 14 August 1964, and sunk as artificial reef
1221;Trento;Italy;Trento class heavy cruiser;1905;sunk 14 June 1942
1222;Trenton;USA;Omaha class light cruiser;2024;scrapped 1946
1223;Trieste;Italy;Trento class heavy cruiser;1905;sunk 1943
1224;Trinidad;UK;Fiji class cruiser;1941;sunk 15 May 1942
1225;Trippe;USA;Benham class destroyer;1939;scuttled after A-bomb test 1948
1226;Tromp;Netherlands;Tromp class cruiser;1938;decommissioned 1955
1227;Trouncer;UK;Ruler class escort aircraft carrier;1944;Returned to USN 3 March 1946, sold into merchant service as Greystoke Castle
1228;Trumpeter;UK;Ruler class escort aircraft carrier;1943;Returned to USN 6 April 1946, sold into merchant service as Alblasserdijk
1229;Tucker;USA;Mahan class destroyer;1936;sunk 4 August 1942
1231;Tucson;USA;Atlanta class light cruiser;1945;scrapped 1971
1232;Turner;USA;Gleaves class destroyer;1943;exploded 3 January 1944
1233;Tuscaloosa;USA;New Orleans class heavy cruiser;1934;Decommissioned 13 February 1946, scrapped 1959
1234;Tsingtau;German;Supply escort and Schnellboot tender;1934;Feb-50
1236;Tunisien;Free France;Cannon class destroyer escort;1944;Decommissioned May 1964
1237;Tunsberg Castle;Norway;Castle-class corvette;1944;Sunk 12 December 1944
1245;Uganda;UK;Fiji-class light cruiser;1944;transferred to RCN as HMCS�Uganda 21 October 1944, renamed HMCS�Quebec 14 January 1952, scrapped 1961
1246;Underhill;USA;Buckley-class destroyer escort;1943;sunk 24 July 1945
1247;Unicorn;UK;maintenance aircraft carrier;1943;scrapped 1960
1248;Unry?;Japan;Unry?-class aircraft carrier;1944;sunk 19 December 1944
1249;Uny?;Japan;escort aircraft carrier;1905;Sunk 15 September 1944
1250;Utah;USA;Florida-class battleship;2011;sunk 7 December 1941
1307;Ying Swei;China;Chao Ho-class cruiser;1905;Sunk 25 October 1937
1308;Yorktown�(CV-5);USA;Yorktown-class aircraft carrier;1937;sunk 7 June 1942
1309;Yorktown�(CV-10);USA;Essex-class aircraft carrier;1943;decommissioned 27 June 1970, museum ship Charleston, South Carolina
1310;Yubari;Japan;light cruiser;1905;sunk 27 April 1944
1311;Yukikaze;Japan;Kagero-class destroyer;1905;to China 1947, renamed Tan Yang
1312;Yura;Japan;Nagara-class light cruiser;1905;lost 25 October 1942
1313;Z23 - Z30;German;Type 1936A Narvik destroyer;1905;
1314;Z31 - Z34, Z37 - Z39;German;Type 1936A (Mob) destroyer;1905;
1315;Z35, Z36, Z43;German;Type 1936B destroyer;1905;
1316;Zara;Italy;Zara-class heavy cruiser;1931;sunk 29 March 1941
1317;Zuih?;Japan;Zuih?-class aircraft carrier;1941;sunk 25 October 1944
1318;Zuikaku;Japan;Sh?kaku-class aircraft carrier;1941;25-Oct-44
1319;Zulu;UK;Tribal-class destroyer;1938;sunk 14 September 1942
